,City of Seller,City of Purchaser,Time of Order origin,Commodity Index,Amount of Commodity,Whether Emergency? (Yes:1 No:0),Time of Order,Transport,Vehicle
47051,126,128,11:47:01,112,21,0,707.0166667000001,,
47052,126,129,10:31:29,96,1,0,631.4833332999999,,
47053,126,130,20:32:03,42,49,0,1232.05,,
47054,126,131,4:22:45,11,23,0,262.75,,
47055,126,134,21:42:12,47,15,0,1302.2,,
47056,126,136,14:23:48,26,35,0,863.8,,
47057,126,141,15:04:37,62,37,0,904.6166667000001,,
47058,126,144,6:22:08,92,16,0,382.1333333,,
47059,126,144,7:42:36,109,43,1,462.6,,
47060,126,145,11:30:41,63,35,0,690.6833333,,
47061,126,145,22:14:29,74,47,1,1334.483333,,
47062,126,146,1:23:59,121,41,0,83.98333333,,
47063,126,148,4:04:20,75,46,0,244.33333330000002,,
47064,126,149,4:43:10,121,23,0,283.1666667,,
47065,126,154,23:11:07,3,6,0,1391.116667,,
47066,126,158,0:11:17,106,49,0,11.28333333,,
47067,126,160,18:31:48,46,17,0,1111.8,,
47068,126,160,18:55:40,50,38,0,1135.666667,,
47069,126,162,19:54:45,112,40,0,1194.75,,
47070,126,168,7:29:22,39,7,0,449.36666669999994,,
47071,126,168,15:48:12,26,38,0,948.2,,
47072,126,171,1:06:28,85,3,0,66.46666667,,
47073,126,177,4:15:50,79,44,1,255.83333330000002,,
47074,126,180,4:04:55,9,27,0,244.91666669999998,,
47075,126,181,16:25:31,99,11,0,985.5166667000001,,
47076,126,182,0:26:58,2,42,0,26.96666667,,
47077,126,185,17:00:16,9,34,0,1020.266667,,
47078,126,187,13:48:52,76,32,0,828.8666667,,
47079,126,188,6:01:15,94,39,1,361.25,,
47080,126,189,5:13:03,57,18,0,313.05,,
47081,126,189,9:25:37,29,41,0,565.6166667,,
47082,126,193,14:08:33,100,11,1,848.55,,
47083,126,194,4:45:10,92,45,0,285.1666667,,
47084,126,195,0:35:32,100,5,0,35.53333333,,
47085,126,195,22:05:15,79,38,0,1325.25,,
47086,126,196,4:16:18,73,17,0,256.3,,
47087,126,197,16:18:11,118,13,0,978.1833332999998,,
47088,126,198,12:55:03,20,2,0,775.05,,
47089,126,199,5:08:33,115,21,1,308.55,,
47090,126,201,21:31:37,13,40,0,1291.616667,,
47091,126,202,2:24:44,67,8,0,144.7333333,,
47092,126,202,12:01:54,5,24,0,721.9,,
47093,126,203,8:35:10,102,2,1,515.1666667,,
47094,126,205,5:25:02,52,50,1,325.03333330000004,,
47095,126,207,12:48:13,102,6,0,768.2166667,,
47096,126,213,3:55:45,41,34,0,235.75,,
47097,126,213,13:42:08,12,14,1,822.1333333,,
47098,126,213,22:43:39,108,30,0,1363.65,,
47099,126,214,5:02:41,80,1,0,302.6833333,,
47100,126,215,9:51:52,77,31,0,591.8666667,,
47101,126,217,1:15:02,15,34,0,75.03333333,,
47102,126,218,12:18:19,49,30,0,738.3166667,,
47103,126,219,5:51:37,33,6,0,351.6166667,,
47104,126,222,1:07:50,107,27,0,67.83333333,,
47105,126,222,23:10:44,104,39,0,1390.733333,,
47106,126,223,15:24:03,119,13,0,924.05,,
47107,126,223,22:53:22,70,1,0,1373.366667,,
47108,126,229,11:52:31,98,7,0,712.5166667000001,,
47109,126,233,9:50:23,82,43,0,590.3833333,,
47110,126,234,18:26:05,53,43,0,1106.083333,,
47111,126,236,9:05:16,18,7,0,545.2666667000001,,
47112,126,239,16:07:34,25,47,0,967.5666667000002,,
47113,126,241,22:39:36,112,32,0,1359.6,,
47114,126,242,2:18:37,89,9,1,138.6166667,,
47115,126,242,22:40:20,30,7,0,1360.333333,,
47116,126,244,1:00:14,42,50,1,60.23333333,,
47117,126,244,18:54:02,43,24,0,1134.033333,,
47118,126,250,22:08:40,37,9,0,1328.666667,,
47119,126,251,23:50:25,86,29,1,1430.416667,,
47120,126,255,0:51:52,74,25,1,51.86666667,,
47121,126,256,16:46:28,51,37,0,1006.466667,,
47122,126,257,18:05:06,42,5,0,1085.1,,
47123,126,258,12:58:05,74,4,0,778.0833332999999,,
47124,126,259,20:37:16,112,40,0,1237.266667,,
47125,126,260,7:26:44,94,30,0,446.7333333000001,,
47126,126,262,13:12:53,112,3,1,792.8833333,,
47127,126,264,13:01:00,79,37,0,781.0,,
47128,126,265,13:47:25,48,11,0,827.4166667000001,,
47129,126,267,3:47:46,26,38,0,227.7666667,,
47130,126,267,5:04:46,5,3,0,304.7666667,,
47131,126,267,8:26:19,34,25,1,506.3166666999999,,
47132,126,267,18:58:52,66,4,0,1138.866667,,
47133,126,272,1:17:03,46,18,0,77.05,,
47134,126,274,8:05:55,84,5,0,485.91666669999995,,
47135,126,281,12:24:57,3,6,1,744.95,,
47136,126,286,9:44:38,69,41,0,584.6333333,,
47137,126,286,14:37:14,105,2,0,877.2333332999999,,
47138,126,287,13:01:47,106,44,1,781.7833333,,
47139,126,288,7:33:13,73,45,1,453.21666669999996,,
47140,126,291,6:37:58,90,19,0,397.96666669999996,,
47141,126,293,11:27:05,40,6,0,687.0833332999999,,
47142,126,293,14:43:28,116,10,0,883.4666667000001,,
47143,126,298,6:43:50,5,27,0,403.8333333,,
47144,126,300,4:13:19,74,47,0,253.31666669999998,,
47145,126,302,2:12:33,23,50,0,132.55,,
47146,126,303,14:30:24,62,45,0,870.4,,
47147,126,304,4:35:49,57,24,0,275.8166667,,
47148,126,305,4:58:54,97,32,0,298.9,,
47149,126,305,22:31:07,119,21,0,1351.116667,,
47150,126,306,3:35:12,82,35,0,215.2,,
47151,126,309,2:04:06,76,9,1,124.1,,
47152,126,309,18:42:48,82,16,0,1122.8,,
47153,126,313,13:50:26,81,40,0,830.4333333,,
47154,126,313,19:49:07,120,1,0,1189.116667,,
47155,126,314,13:42:47,26,8,0,822.7833333,,
47156,126,316,8:31:30,44,45,0,511.5,,
47157,126,316,17:45:15,45,21,0,1065.25,,
47158,126,317,7:52:48,105,24,0,472.8,,
47159,126,317,23:31:35,17,3,0,1411.583333,,
47160,126,319,0:38:57,71,27,0,38.95,,
47161,126,319,2:33:15,24,3,0,153.25,,
47162,126,319,5:50:28,42,41,0,350.46666669999996,,
47163,126,321,22:31:13,105,18,0,1351.216667,,
47164,126,323,23:40:43,45,12,0,1420.716667,,
47165,126,328,14:23:51,97,3,0,863.85,,
47166,126,329,16:16:27,108,24,0,976.45,,
47167,126,330,9:39:03,99,41,0,579.05,,
47168,126,341,9:56:50,8,42,0,596.8333332999999,,
47169,126,342,21:11:59,4,22,0,1271.983333,,
47170,126,343,20:18:36,123,29,0,1218.6,,
47171,126,344,7:31:51,28,24,0,451.85,,
47172,126,346,13:04:19,94,11,0,784.3166667,,
47173,126,348,5:00:02,54,23,0,300.03333330000004,,
47174,126,349,5:35:33,15,16,0,335.55,,
47175,126,350,10:19:58,92,43,0,619.9666667,,
47176,126,352,4:29:02,64,12,0,269.03333330000004,,
47177,126,352,7:50:38,53,31,0,470.63333330000006,,
47178,126,352,12:03:27,62,22,0,723.45,,
47179,126,353,23:02:36,92,50,0,1382.6,,
47180,126,357,18:46:00,41,1,0,1126.0,,
47181,126,358,6:52:37,28,14,0,412.6166667,,
47182,126,360,22:47:05,50,9,0,1367.083333,,
47183,126,362,0:35:25,11,16,0,35.41666667,,
47184,126,362,13:26:58,12,41,0,806.9666667,,
47185,126,363,13:37:57,111,1,0,817.95,,
47186,126,369,3:03:27,69,25,0,183.45,,
47187,126,376,21:35:27,70,8,0,1295.45,,
47188,126,377,1:46:00,78,2,1,106.0,,
47189,126,377,19:19:29,57,17,0,1159.483333,,
47190,126,382,0:30:29,10,37,0,30.48333333,,
47191,126,383,16:58:49,86,20,0,1018.8166669999999,,
47192,126,386,5:56:40,62,7,0,356.6666667,,
47193,126,388,0:21:13,92,14,0,21.21666667,,
47194,126,391,5:29:21,105,8,1,329.35,,
47195,126,391,8:12:21,25,16,0,492.35,,
47196,126,396,16:15:50,73,16,1,975.8333332999998,,
47197,126,399,8:15:01,2,37,0,495.0166666999999,,
47198,126,400,0:59:21,60,42,0,59.35,,
47199,126,400,7:29:00,16,35,0,449.0,,
47200,126,400,15:11:18,14,26,0,911.3,,
47201,126,401,3:15:32,101,2,0,195.5333333,,
47202,126,401,23:41:09,44,40,0,1421.15,,
47203,126,403,8:16:16,80,32,0,496.2666666999999,,
47204,126,406,10:10:50,31,10,0,610.8333332999999,,
47205,126,409,6:10:03,84,28,1,370.05,,
47206,126,409,8:18:09,56,28,0,498.15,,
47207,126,411,1:42:16,29,20,0,102.2666667,,
47208,126,411,8:19:39,24,12,0,499.65,,
47209,126,412,21:00:29,30,12,0,1260.483333,,
47210,126,416,8:34:46,27,9,0,514.7666667,,
47211,126,417,5:57:56,13,22,0,357.9333333,,
47212,126,419,3:19:34,55,4,0,199.56666669999998,,
47213,126,425,20:41:10,15,28,0,1241.166667,,
47214,126,428,8:53:54,109,49,1,533.9,,
47215,126,430,19:01:06,57,13,0,1141.1,,
47216,126,433,10:11:35,68,24,0,611.5833332999999,,
47217,126,437,8:10:37,32,41,1,490.61666669999994,,
47218,126,438,6:48:15,68,43,0,408.25,,
47219,126,444,18:12:32,21,8,0,1092.533333,,
47220,126,446,4:59:50,121,18,0,299.8333333,,
47221,126,446,10:45:12,30,31,1,645.2,,
47222,126,447,13:28:32,109,15,0,808.5333333,,
47223,126,451,14:30:47,13,30,0,870.7833332999999,,
47224,126,451,19:01:28,61,5,0,1141.466667,,
47225,126,452,15:08:45,112,17,0,908.75,,
47226,126,452,17:19:39,102,47,0,1039.65,,
47227,126,452,19:21:17,114,38,0,1161.283333,,
47228,126,453,0:47:05,22,41,0,47.08333333,,
47229,126,453,9:25:43,96,15,0,565.7166667,,
47230,126,454,5:33:56,104,22,0,333.9333333,,
47231,126,455,22:10:00,63,23,0,1330.0,,
47232,126,459,22:00:08,12,12,0,1320.133333,,
47233,126,459,22:03:28,34,28,0,1323.466667,,
47234,126,460,6:35:38,97,33,1,395.6333333,,
47235,126,462,8:10:07,104,30,0,490.11666669999994,,
47236,126,462,15:25:49,56,17,1,925.8166667000002,,
47237,126,464,15:22:02,79,46,0,922.0333332999999,,
47238,126,464,23:24:24,97,47,0,1404.4,,
47239,126,465,0:59:56,91,26,0,59.93333333,,
47240,126,465,8:28:31,1,49,0,508.5166666999999,,
47241,126,468,9:22:48,13,46,0,562.8,,
47242,126,468,12:09:52,64,48,0,729.8666667,,
47243,126,468,14:50:44,63,23,0,890.7333332999999,,
47244,126,469,4:56:41,91,6,0,296.6833333,,
47245,126,469,9:44:52,5,15,0,584.8666667,,
47246,126,471,0:47:37,42,13,0,47.61666667,,
47247,126,471,7:19:25,86,48,0,439.41666669999995,,
47248,126,471,20:52:32,119,16,0,1252.533333,,
47249,126,472,3:06:14,31,23,0,186.2333333,,
47250,126,473,3:48:02,45,37,0,228.0333333,,
47251,126,473,17:01:07,16,14,0,1021.116667,,
47252,126,474,6:09:42,58,10,1,369.7,,
47253,126,474,9:02:07,12,30,0,542.1166667,,
47254,126,476,4:07:30,105,13,1,247.5,,
47255,126,480,11:59:14,118,39,0,719.2333332999999,,
47256,126,481,7:19:37,73,11,0,439.61666669999994,,
47257,126,482,6:32:48,29,12,0,392.8,,
47258,126,483,10:21:18,49,6,1,621.3,,
47259,126,488,11:20:18,85,18,0,680.3,,
47260,126,489,11:05:01,80,21,0,665.0166667000001,,
47261,126,493,3:34:46,89,2,1,214.7666667,,
47262,126,499,3:04:50,30,9,0,184.83333330000002,,
47263,126,500,16:08:33,114,11,0,968.55,,
47264,126,501,2:53:55,17,49,0,173.91666669999998,,
47265,126,501,18:18:26,4,24,0,1098.433333,,
47266,126,506,2:21:17,83,39,1,141.2833333,,
47267,126,506,7:56:45,82,46,1,476.75,,
47268,126,506,22:33:42,61,18,0,1353.7,,
47269,126,507,18:01:20,13,30,0,1081.333333,,
47270,126,509,12:13:46,83,50,1,733.7666667000001,,
47271,126,510,18:48:46,96,14,0,1128.766667,,
47272,126,511,22:46:08,66,30,0,1366.133333,,
47273,126,512,22:06:31,27,36,0,1326.516667,,
47274,126,515,14:02:38,81,1,0,842.6333332999999,,
47275,126,517,18:03:17,103,31,0,1083.283333,,
47276,126,518,12:09:17,9,20,0,729.2833333,,
47277,126,520,21:31:59,107,10,0,1291.983333,,
47278,126,522,20:43:46,110,8,1,1243.766667,,
47279,126,523,5:27:39,117,46,0,327.65,,
47280,126,527,8:48:04,1,38,0,528.0666666999999,,
47281,126,527,21:47:09,70,45,0,1307.15,,
47282,126,529,19:42:18,104,2,1,1182.3,,
47283,126,531,21:38:32,108,41,1,1298.533333,,
47284,126,533,20:14:30,109,7,0,1214.5,,
47285,126,536,23:53:03,120,43,0,1433.05,,
47286,126,538,11:48:48,8,46,0,708.8,,
47287,126,538,11:55:37,123,17,0,715.6166667,,
47288,126,542,10:39:26,120,40,1,639.4333333,,
47289,126,542,21:46:50,96,24,0,1306.833333,,
47290,126,543,7:55:08,88,2,1,475.13333330000006,,
47291,126,543,20:55:09,85,15,0,1255.15,,
47292,126,544,16:09:09,52,35,0,969.15,,
47293,126,552,22:58:05,35,32,0,1378.083333,,
47294,126,553,8:26:31,24,15,0,506.5166666999999,,
47295,126,554,2:25:35,7,9,1,145.58333330000002,,
47296,126,554,9:46:37,84,14,0,586.6166667,,
47297,126,557,5:23:10,1,22,0,323.1666667,,
47298,126,561,15:10:12,55,45,1,910.2,,
47299,126,561,23:27:44,61,45,0,1407.733333,,
47300,126,567,5:31:42,106,49,0,331.7,,
47301,126,569,9:38:23,26,31,0,578.3833333,,
47302,126,569,16:46:28,117,4,1,1006.466667,,
47303,126,569,20:17:13,11,38,0,1217.216667,,
47304,126,573,8:01:59,105,21,1,481.9833333000001,,
47305,126,576,16:17:25,117,12,0,977.4166667000002,,
47306,126,579,20:16:04,34,43,1,1216.066667,,
47307,126,580,2:41:50,77,39,0,161.83333330000002,,
47308,126,582,3:20:53,57,3,0,200.8833333,,
47309,126,582,5:30:14,54,19,0,330.2333333,,
47310,126,585,18:55:49,5,20,1,1135.816667,,
47311,126,588,6:34:03,30,43,1,394.05,,
47312,126,588,7:45:00,65,21,1,465.0,,
47313,126,590,17:46:07,105,29,0,1066.116667,,
47314,126,591,1:36:06,118,8,0,96.1,,
47315,126,591,2:21:52,83,43,0,141.8666667,,
47316,126,591,12:13:04,105,47,0,733.0666667,,
47317,126,591,18:07:15,20,37,0,1087.25,,
47318,126,593,21:23:34,120,32,0,1283.566667,,
47319,126,598,22:45:33,42,12,0,1365.55,,
47320,126,599,0:37:30,2,12,1,37.5,,
47321,126,599,5:55:49,46,4,0,355.8166667,,
47322,126,602,7:45:49,106,41,0,465.8166666999999,,
47323,126,602,12:52:15,15,44,1,772.25,,
47324,126,604,7:48:17,53,11,0,468.28333330000004,,
47325,126,604,13:00:19,18,37,0,780.3166667,,
47326,126,605,22:12:38,42,29,1,1332.633333,,
47327,126,607,22:37:33,48,15,0,1357.55,,
47328,126,608,2:11:28,29,2,0,131.46666670000002,,
47329,126,608,6:37:28,23,43,0,397.46666669999996,,
47330,126,609,1:13:08,63,1,1,73.13333333,,
47331,126,609,13:52:39,7,27,0,832.65,,
47332,126,610,14:02:22,80,12,0,842.3666667000001,,
47333,126,611,2:14:47,102,17,0,134.7833333,,
47334,126,613,12:37:02,7,18,0,757.0333333,,
47335,126,613,17:12:02,29,37,0,1032.033333,,
47336,126,617,23:42:22,4,27,0,1422.366667,,
47337,126,618,1:37:48,117,17,0,97.8,,
47338,126,618,14:05:05,22,33,1,845.0833332999998,,
47339,126,621,0:35:19,115,7,0,35.31666667,,
47340,126,622,7:33:21,68,28,0,453.35,,
47341,126,625,21:28:55,61,48,0,1288.916667,,
47342,126,627,9:17:10,80,43,0,557.1666667000001,,
47343,126,629,6:17:16,16,27,0,377.2666667,,
47344,126,630,2:55:51,119,8,0,175.85,,
47345,126,635,16:05:11,118,39,0,965.1833332999998,,
47346,126,636,8:21:55,100,24,0,501.91666669999995,,
47347,126,637,14:17:08,26,13,0,857.1333332999999,,
47348,126,648,15:06:53,53,9,0,906.8833332999999,,
47349,126,653,0:48:27,100,35,0,48.45,,
47350,126,653,3:33:20,1,10,0,213.33333330000002,,
47351,126,655,10:30:55,108,17,0,630.9166667000001,,
47352,126,656,0:00:59,28,34,0,0.9833333329999999,,
47353,127,3,18:16:47,51,2,1,1096.783333,,
47354,127,5,11:20:39,59,38,0,680.65,,
47355,127,6,15:38:06,24,31,0,938.1,,
47356,127,7,11:20:03,55,15,0,680.05,,
47357,127,8,10:34:25,86,35,1,634.4166667000001,,
47358,127,11,21:49:24,85,8,0,1309.4,,
47359,127,12,15:30:16,96,43,0,930.2666667000001,,
47360,127,16,8:03:46,18,31,1,483.7666666999999,,
47361,127,19,8:22:37,19,42,0,502.61666669999994,,
47362,127,20,2:47:49,30,50,0,167.81666669999998,,
47363,127,20,17:41:41,76,43,0,1061.683333,,
47364,127,21,0:03:08,32,48,1,3.133333333,,
47365,127,22,4:00:03,2,13,0,240.05,,
47366,127,23,10:34:23,114,3,0,634.3833333,,
47367,127,23,11:45:04,26,48,0,705.0666667,,
47368,127,24,17:09:17,58,32,0,1029.283333,,
47369,127,24,20:18:29,55,32,0,1218.483333,,
47370,127,25,4:47:59,34,9,0,287.9833333,,
47371,127,26,19:09:12,122,19,0,1149.2,,
47372,127,29,8:00:12,100,40,0,480.2,,
47373,127,30,20:56:36,72,20,0,1256.6,,
47374,127,30,21:20:05,37,16,0,1280.083333,,
47375,127,31,19:24:10,69,44,0,1164.166667,,
47376,127,35,17:55:18,33,14,0,1075.3,,
47377,127,36,8:19:55,53,14,1,499.91666669999995,,
47378,127,36,23:07:40,92,42,0,1387.666667,,
47379,127,37,1:50:26,116,34,0,110.43333329999999,,
47380,127,37,7:47:37,107,16,0,467.61666669999994,,
47381,127,38,10:35:28,73,42,0,635.4666667,,
47382,127,38,12:55:53,119,50,1,775.8833333,,
47383,127,39,8:25:51,111,21,0,505.85,,
47384,127,41,16:31:29,90,24,0,991.4833332999999,,
47385,127,42,20:55:02,117,16,0,1255.033333,,
47386,127,46,9:39:00,34,19,0,579.0,,
47387,127,49,19:12:31,85,40,0,1152.516667,,
47388,127,51,3:20:51,92,3,0,200.85,,
47389,127,52,17:04:12,36,36,0,1024.2,,
47390,127,56,16:47:40,115,14,0,1007.666667,,
47391,127,59,23:29:34,105,13,0,1409.566667,,
47392,127,60,14:45:16,89,9,1,885.2666667000001,,
47393,127,60,18:51:41,105,42,0,1131.683333,,
47394,127,60,23:17:47,123,20,0,1397.783333,,
47395,127,63,14:29:25,8,4,0,869.4166667000002,,
47396,127,64,13:42:43,3,41,0,822.7166667,,
47397,127,65,15:06:57,53,27,0,906.95,,
47398,127,66,7:18:47,88,7,0,438.78333330000004,,
47399,127,66,11:33:51,72,29,0,693.85,,
47400,127,69,14:25:02,42,43,1,865.0333332999999,,
47401,127,70,15:40:57,104,40,0,940.95,,
47402,127,70,16:25:47,39,27,0,985.7833332999999,,
47403,127,71,19:47:53,109,15,0,1187.883333,,
47404,127,77,22:13:23,57,2,1,1333.383333,,
47405,127,79,15:44:56,65,35,0,944.9333332999998,,
47406,127,79,17:30:11,23,40,0,1050.183333,,
47407,127,79,21:40:44,7,6,1,1300.733333,,
47408,127,80,3:49:56,83,8,0,229.93333330000002,,
47409,127,85,12:26:05,40,28,0,746.0833332999999,,
47410,127,88,9:19:16,7,32,0,559.2666667000001,,
47411,127,88,17:20:56,114,49,0,1040.933333,,
47412,127,89,12:34:45,79,15,0,754.75,,
47413,127,90,16:33:54,58,38,0,993.9,,
47414,127,91,18:39:33,30,18,0,1119.55,,
47415,127,92,15:38:35,84,44,0,938.5833332999998,,
47416,127,94,6:54:04,103,35,0,414.0666667,,
47417,127,94,15:55:21,19,44,0,955.35,,
47418,127,94,19:48:22,12,40,0,1188.366667,,
47419,127,100,12:19:31,21,44,0,739.5166667000001,,
47420,127,101,7:13:53,12,5,0,433.88333330000006,,
47421,127,102,4:02:12,42,36,0,242.2,,
47422,127,104,21:02:45,40,14,0,1262.75,,
47423,127,105,3:45:36,60,32,0,225.6,,
47424,127,105,16:16:54,47,30,0,976.9,,
47425,127,106,11:08:29,5,33,0,668.4833332999999,,
47426,127,107,9:44:02,12,1,0,584.0333333,,
47427,127,109,20:14:46,74,43,0,1214.766667,,
47428,127,110,10:24:04,110,15,0,624.0666667,,
47429,127,111,9:47:36,57,45,0,587.6,,
47430,127,111,11:12:38,65,32,1,672.6333333,,
47431,127,113,5:44:08,9,26,1,344.1333333,,
47432,127,114,11:23:24,45,7,0,683.4,,
47433,127,116,13:16:58,123,4,0,796.9666667,,
47434,127,120,2:21:32,81,5,0,141.5333333,,
47435,127,120,17:05:05,9,36,0,1025.083333,,
47436,127,122,15:54:02,70,38,0,954.0333332999999,,
47437,127,122,20:14:10,28,13,0,1214.166667,,
47438,127,126,14:21:24,31,6,1,861.4,,
47439,127,129,3:02:54,84,25,1,182.9,,
47440,127,132,15:12:58,33,1,0,912.9666667000001,,
47441,127,133,0:00:27,63,42,0,0.45,,
47442,127,133,17:59:39,31,40,0,1079.65,,
47443,127,135,15:13:34,103,7,0,913.5666667000002,,
47444,127,135,19:32:31,95,47,0,1172.516667,,
47445,127,136,6:01:14,23,6,0,361.2333333,,
47446,127,137,10:28:11,89,14,0,628.1833333,,
47447,127,137,12:24:12,37,25,0,744.2,,
47448,127,139,5:00:32,60,3,0,300.53333330000004,,
47449,127,140,5:02:06,7,29,1,302.1,,
47450,127,144,15:14:46,51,14,1,914.7666667000001,,
47451,127,145,17:51:40,14,9,1,1071.666667,,
47452,127,149,2:05:38,40,12,0,125.63333329999999,,
47453,127,150,3:33:11,19,35,1,213.18333330000002,,
47454,127,151,11:40:57,116,16,0,700.95,,
47455,127,152,21:31:40,89,4,0,1291.666667,,
47456,127,155,1:14:08,11,6,1,74.13333333,,
47457,127,158,5:26:30,64,46,0,326.5,,
47458,127,159,11:03:56,76,41,0,663.9333333,,
47459,127,159,23:01:56,33,13,0,1381.933333,,
47460,127,160,1:14:51,98,42,0,74.85,,
47461,127,160,4:26:38,81,18,0,266.6333333,,
47462,127,165,0:13:01,97,40,0,13.01666667,,
47463,127,166,6:38:00,3,47,0,398.0,,
47464,127,166,8:34:13,76,10,0,514.2166666999999,,
47465,127,166,22:52:56,57,16,1,1372.933333,,
47466,127,167,8:13:10,92,36,0,493.16666669999995,,
47467,127,169,14:59:26,16,42,0,899.4333332999998,,
47468,127,170,3:26:19,3,24,0,206.31666669999998,,
47469,127,174,8:21:09,20,48,0,501.15,,
47470,127,175,15:30:50,19,37,0,930.8333332999998,,
47471,127,177,9:55:14,16,27,1,595.2333332999999,,
47472,127,177,15:37:14,58,25,0,937.2333332999999,,
47473,127,177,23:26:46,70,39,0,1406.766667,,
47474,127,179,3:47:52,31,1,0,227.8666667,,
47475,127,181,11:38:07,44,31,0,698.1166667,,
47476,127,181,23:51:41,123,39,0,1431.683333,,
47477,127,183,23:03:32,110,37,0,1383.533333,,
47478,127,187,0:02:12,117,10,0,2.2,,
47479,127,188,0:23:40,99,34,0,23.66666667,,
47480,127,188,5:44:28,55,8,1,344.46666669999996,,
47481,127,188,9:36:19,7,27,0,576.3166667,,
47482,127,188,22:38:25,26,21,0,1358.416667,,
47483,127,189,2:52:41,12,14,0,172.68333330000002,,
47484,127,195,19:33:40,18,32,0,1173.666667,,
47485,127,195,21:20:46,20,25,0,1280.766667,,
47486,127,196,5:18:38,33,39,0,318.6333333,,
47487,127,197,23:21:20,10,35,0,1401.333333,,
47488,127,199,13:24:58,57,40,1,804.9666667,,
47489,127,199,23:09:58,61,24,0,1389.966667,,
47490,127,200,18:56:17,69,10,0,1136.283333,,
47491,127,203,18:51:12,10,21,0,1131.2,,
47492,127,207,6:54:20,92,21,0,414.3333333,,
47493,127,207,21:24:05,67,5,0,1284.083333,,
47494,127,207,21:49:25,73,27,0,1309.416667,,
47495,127,213,1:30:17,75,42,0,90.28333333,,
47496,127,215,12:41:43,4,50,0,761.7166667,,
47497,127,222,21:34:33,30,8,1,1294.55,,
47498,127,223,3:48:40,20,1,0,228.66666669999998,,
47499,127,225,17:35:07,52,41,0,1055.116667,,
47500,127,225,19:08:57,92,12,0,1148.95,,
47501,127,226,16:39:12,89,38,0,999.2,,
47502,127,232,11:28:16,57,34,0,688.2666667000001,,
47503,127,234,11:50:17,74,29,1,710.2833333,,
47504,127,235,9:28:16,35,45,0,568.2666667000001,,
47505,127,236,0:24:12,91,32,1,24.2,,
47506,127,237,14:07:30,99,35,0,847.5,,
47507,127,237,17:42:17,80,22,0,1062.283333,,
47508,127,238,4:28:04,73,27,0,268.0666667,,
47509,127,238,8:49:13,63,8,1,529.2166666999999,,
47510,127,238,9:40:53,110,24,0,580.8833333,,
47511,127,238,17:09:35,16,45,0,1029.583333,,
47512,127,239,5:35:20,84,12,0,335.3333333,,
47513,127,239,11:13:11,63,18,0,673.1833333,,
47514,127,242,8:22:39,110,10,0,502.65,,
47515,127,245,17:38:12,72,42,0,1058.2,,
47516,127,249,4:50:40,37,24,0,290.6666667,,
47517,127,249,10:44:49,2,25,0,644.8166667,,
47518,127,253,7:45:25,54,18,1,465.41666669999995,,
47519,127,257,15:33:10,11,31,0,933.1666667000002,,
47520,127,259,2:37:53,62,46,0,157.8833333,,
47521,127,260,4:43:07,23,30,0,283.1166667,,
47522,127,261,0:54:32,97,41,0,54.53333333,,
47523,127,265,20:05:18,22,9,0,1205.3,,
47524,127,266,10:18:45,99,15,0,618.75,,
47525,127,267,8:33:22,42,28,0,513.3666667,,
47526,127,267,20:01:41,21,10,0,1201.683333,,
47527,127,268,13:25:20,92,41,1,805.3333332999999,,
47528,127,271,22:20:27,49,3,0,1340.45,,
47529,127,272,8:18:00,10,39,0,498.0,,
47530,127,273,9:45:16,44,45,0,585.2666667000001,,
47531,127,274,11:36:25,81,3,0,696.4166667000001,,
47532,127,275,2:18:35,44,1,0,138.58333330000002,,
47533,127,276,2:03:34,13,33,1,123.56666670000001,,
47534,127,277,13:24:01,103,2,0,804.0166667000001,,
47535,127,277,20:52:43,72,20,0,1252.716667,,
47536,127,277,23:16:03,108,8,0,1396.05,,
47537,127,280,4:00:24,92,3,0,240.4,,
47538,127,280,5:04:29,10,18,0,304.4833333,,
47539,127,280,17:27:35,3,50,0,1047.583333,,
47540,127,281,17:22:15,58,31,0,1042.25,,
47541,127,283,5:34:08,76,10,1,334.1333333,,
47542,127,283,15:25:50,85,5,0,925.8333332999998,,
47543,127,284,3:56:09,114,9,1,236.15,,
47544,127,285,11:15:00,27,19,0,675.0,,
47545,127,288,5:16:41,54,14,0,316.6833333,,
47546,127,292,11:48:08,60,49,0,708.1333333,,
47547,127,297,5:17:51,48,27,0,317.85,,
47548,127,298,1:29:15,95,6,0,89.25,,
47549,127,298,5:04:20,84,43,0,304.3333333,,
47550,127,298,19:10:26,24,4,0,1150.433333,,
47551,127,299,4:40:17,118,36,0,280.28333330000004,,
47552,127,300,22:43:19,44,34,0,1363.316667,,
47553,127,303,22:33:03,4,2,0,1353.05,,
47554,127,305,9:35:18,97,18,0,575.3,,
47555,127,313,20:34:45,76,22,0,1234.75,,
47556,127,314,18:39:00,51,1,1,1119.0,,
47557,127,316,22:35:13,101,23,0,1355.216667,,
47558,127,317,15:48:26,50,19,0,948.4333332999998,,
47559,127,318,22:04:58,38,38,1,1324.966667,,
47560,127,319,4:15:36,37,28,1,255.6,,
47561,127,319,20:41:07,117,22,0,1241.116667,,
47562,127,320,15:52:22,102,48,0,952.3666667000001,,
47563,127,328,9:20:49,56,47,0,560.8166667,,
47564,127,329,5:07:29,7,31,0,307.4833333,,
47565,127,332,15:09:21,52,32,0,909.35,,
47566,127,332,16:30:35,101,9,1,990.5833332999998,,
